x, f(x), f'(x), f''(x)
 -1.28800000e+00,  1.74050371e-01,  2.24173671e-01,  1.14673848e-01
 -1.28000000e+00,  1.75847430e-01,  2.25081442e-01,  1.12245447e-01
 -1.27200000e+00,  1.77651674e-01,  2.25969598e-01,  1.09770392e-01
 -1.26400000e+00,  1.79462944e-01,  2.26837768e-01,  1.07248842e-01
 -1.25600000e+00,  1.81281078e-01,  2.27685580e-01,  1.04680971e-01
 -1.24800000e+00,  1.83105913e-01,  2.28512664e-01,  1.02066970e-01
 -1.24000000e+00,  1.84937281e-01,  2.29318651e-01,  9.94070486e-02
 -1.23200000e+00,  1.86775012e-01,  2.30103176e-01,  9.67014305e-02
 -1.22400000e+00,  1.88618932e-01,  2.30865874e-01,  9.39503582e-02
 -1.21600000e+00,  1.90468866e-01,  2.31606382e-01,  9.11540906e-02
 -1.20800000e+00,  1.92324634e-01,  2.32324340e-01,  8.83129037e-02
 -1.20000000e+00,  1.94186055e-01,  2.33019388e-01,  8.54270907e-02
 -1.19200000e+00,  1.96052944e-01,  2.33691173e-01,  8.24969619e-02
 -1.18400000e+00,  1.97925114e-01,  2.34339340e-01,  7.95228452e-02
 -1.17600000e+00,  1.99802374e-01,  2.34963539e-01,  7.65050852e-02
 -1.16800000e+00,  2.01684530e-01,  2.35563421e-01,  7.34440443e-02
 -1.16000000e+00,  2.03571388e-01,  2.36138643e-01,  7.03401020e-02
 -1.15200000e+00,  2.05462749e-01,  2.36688863e-01,  6.71936552e-02
 -1.14400000e+00,  2.07358410e-01,  2.37213742e-01,  6.40051183e-02
 -1.13600000e+00,  2.09258169e-01,  2.37712945e-01,  6.07749228e-02
 -1.12800000e+00,  2.11161817e-01,  2.38186140e-01,  5.75035177e-02
 -1.12000000e+00,  2.13069147e-01,  2.38633001e-01,  5.41913695e-02
 -1.11200000e+00,  2.14979945e-01,  2.39053202e-01,  5.08389617e-02
 -1.10400000e+00,  2.16893998e-01,  2.39446424e-01,  4.74467953e-02
 -1.09600000e+00,  2.18811088e-01,  2.39812351e-01,  4.40153886e-02
 -1.08800000e+00,  2.20730996e-01,  2.40150671e-01,  4.05452770e-02
 -1.08000000e+00,  2.22653499e-01,  2.40461076e-01,  3.70370130e-02
 -1.07200000e+00,  2.24578373e-01,  2.40743263e-01,  3.34911664e-02
 -1.06400000e+00,  2.26505391e-01,  2.40996934e-01,  2.99083237e-02
 -1.05600000e+00,  2.28434324e-01,  2.41221796e-01,  2.62890888e-02
 -1.04800000e+00,  2.30364940e-01,  2.41417560e-01,  2.26340819e-02
 -1.04000000e+00,  2.32297005e-01,  2.41583941e-01,  1.89439405e-02
 -1.03200000e+00,  2.34230283e-01,  2.41720663e-01,  1.52193183e-02
 -1.02400000e+00,  2.36164535e-01,  2.41827450e-01,  1.14608858e-02
 -1.01600000e+00,  2.38099522e-01,  2.41904037e-01,  7.66932990e-03
 -1.00800000e+00,  2.40035000e-01,  2.41950160e-01,  3.84535374e-03
 -1.00000000e+00,  2.41970725e-01,  2.41965563e-01, -1.03233796e-05
 -9.92000000e-01,  2.43906449e-01,  2.41949995e-01, -3.89696614e-03
 -9.84000000e-01,  2.45841924e-01,  2.41903211e-01, -7.81382339e-03
 -9.76000000e-01,  2.47776900e-01,  2.41824973e-01, -1.17601282e-02
 -9.68000000e-01,  2.49711124e-01,  2.41715049e-01, -1.57350984e-02
 -9.60000000e-01,  2.51644341e-01,  2.41573212e-01, -1.97379360e-02
 -9.52000000e-01,  2.53576295e-01,  2.41399242e-01, -2.37678282e-02
 -9.44000000e-01,  2.55506729e-01,  2.41192927e-01, -2.78239473e-02
 -9.36000000e-01,  2.57435382e-01,  2.40954059e-01, -3.19054507e-02
 -9.28000000e-01,  2.59361994e-01,  2.40682439e-01, -3.60114811e-02
 -9.20000000e-01,  2.61286301e-01,  2.40377875e-01, -4.01411672e-02
 -9.12000000e-01,  2.63208040e-01,  2.40040181e-01, -4.42936235e-02
 -9.04000000e-01,  2.65126944e-01,  2.39669177e-01, -4.84679505e-02
 -8.96000000e-01,  2.67042747e-01,  2.39264693e-01, -5.26632354e-02
 -8.88000000e-01,  2.68955179e-01,  2.38826565e-01, -5.68785516e-02
 -8.80000000e-01,  2.70863972e-01,  2.38354637e-01, -6.11129598e-02
 -8.72000000e-01,  2.72768853e-01,  2.37848758e-01, -6.53655077e-02
 -8.64000000e-01,  2.74669552e-01,  2.37308789e-01, -6.96352305e-02
 -8.56000000e-01,  2.76565794e-01,  2.36734594e-01, -7.39211511e-02
 -8.48000000e-01,  2.78457305e-01,  2.36126050e-01, -7.82222803e-02
 -8.40000000e-01,  2.80343811e-01,  2.35483038e-01, -8.25376176e-02
 -8.32000000e-01,  2.82225034e-01,  2.34805448e-01, -8.68661506e-02
 -8.24000000e-01,  2.84100698e-01,  2.34093180e-01, -9.12068564e-02
 -8.16000000e-01,  2.85970525e-01,  2.33346139e-01, -9.55587008e-02
 -8.08000000e-01,  2.87834236e-01,  2.32564240e-01, -9.99206397e-02
 -8.00000000e-01,  2.89691553e-01,  2.31747408e-01, -1.04291618e-01
 -7.92000000e-01,  2.91542195e-01,  2.30895574e-01, -1.08670573e-01
 -7.84000000e-01,  2.93385882e-01,  2.30008679e-01, -1.13056430e-01
 -7.76000000e-01,  2.95222334e-01,  2.29086672e-01, -1.17448107e-01
 -7.68000000e-01,  2.97051269e-01,  2.28129509e-01, -1.21844512e-01
 -7.60000000e-01,  2.98872406e-01,  2.27137159e-01, -1.26244545e-01
 -7.52000000e-01,  3.00685463e-01,  2.26109597e-01, -1.30647100e-01
 -7.44000000e-01,  3.02490159e-01,  2.25046806e-01, -1.35051062e-01
 -7.36000000e-01,  3.04286212e-01,  2.23948780e-01, -1.39455307e-01
 -7.28000000e-01,  3.06073340e-01,  2.22815521e-01, -1.43858707e-01
 -7.20000000e-01,  3.07851260e-01,  2.21647040e-01, -1.48260127e-01
 -7.12000000e-01,  3.09619692e-01,  2.20443359e-01, -1.52658425e-01
 -7.04000000e-01,  3.11378354e-01,  2.19204506e-01, -1.57052453e-01
 -6.96000000e-01,  3.13126965e-01,  2.17930520e-01, -1.61441061e-01
 -6.88000000e-01,  3.14865243e-01,  2.16621449e-01, -1.65823090e-01
 -6.80000000e-01,  3.16592908e-01,  2.15277350e-01, -1.70197379e-01
 -6.72000000e-01,  3.18309680e-01,  2.13898291e-01, -1.74562764e-01
 -6.64000000e-01,  3.20015280e-01,  2.12484346e-01, -1.78918075e-01
 -6.56000000e-01,  3.21709430e-01,  2.11035601e-01, -1.83262141e-01
 -6.48000000e-01,  3.23391850e-01,  2.09552152e-01, -1.87593787e-01
 -6.40000000e-01,  3.25062264e-01,  2.08034101e-01, -1.91911836e-01
 -6.32000000e-01,  3.26720396e-01,  2.06481562e-01, -1.96215110e-01
 -6.24000000e-01,  3.28365969e-01,  2.04894659e-01, -2.00502430e-01
 -6.16000000e-01,  3.29998710e-01,  2.03273523e-01, -2.04772614e-01
 -6.08000000e-01,  3.31618345e-01,  2.01618297e-01, -2.09024482e-01
 -6.00000000e-01,  3.33224603e-01,  1.99929132e-01, -2.13256853e-01
 -5.92000000e-01,  3.34817212e-01,  1.98206188e-01, -2.17468546e-01
 -5.84000000e-01,  3.36395902e-01,  1.96449635e-01, -2.21658383e-01
 -5.76000000e-01,  3.37960406e-01,  1.94659653e-01, -2.25825183e-01
 -5.68000000e-01,  3.39510456e-01,  1.92836432e-01, -2.29967773e-01
 -5.60000000e-01,  3.41045789e-01,  1.90980169e-01, -2.34084977e-01
 -5.52000000e-01,  3.42566139e-01,  1.89091072e-01, -2.38175624e-01
 -5.44000000e-01,  3.44071246e-01,  1.87169359e-01, -2.42238548e-01
 -5.36000000e-01,  3.45560849e-01,  1.85215256e-01, -2.46272583e-01
 -5.28000000e-01,  3.47034690e-01,  1.83228998e-01, -2.50276569e-01
 -5.20000000e-01,  3.48492513e-01,  1.81210830e-01, -2.54249352e-01
 -5.12000000e-01,  3.49934063e-01,  1.79161008e-01, -2.58189781e-01
 -5.04000000e-01,  3.51359089e-01,  1.77079794e-01, -2.62096712e-01
 -4.96000000e-01,  3.52767340e-01,  1.74967461e-01, -2.65969006e-01
 -4.88000000e-01,  3.54158568e-01,  1.72824290e-01, -2.69805531e-01
 -4.80000000e-01,  3.55532529e-01,  1.70650572e-01, -2.73605163e-01
 -4.72000000e-01,  3.56888977e-01,  1.68446607e-01, -2.77366782e-01
 -4.64000000e-01,  3.58227674e-01,  1.66212704e-01, -2.81089280e-01
 -4.56000000e-01,  3.59548381e-01,  1.63949179e-01, -2.84771556e-01
 -4.48000000e-01,  3.60850861e-01,  1.61656359e-01, -2.88412516e-01
 -4.40000000e-01,  3.62134882e-01,  1.59334579e-01, -2.92011077e-01
 -4.32000000e-01,  3.63400214e-01,  1.56984182e-01, -2.95566166e-01
 -4.24000000e-01,  3.64646629e-01,  1.54605520e-01, -2.99076720e-01
 -4.16000000e-01,  3.65873903e-01,  1.52198954e-01, -3.02541684e-01
 -4.08000000e-01,  3.67081813e-01,  1.49764853e-01, -3.05960018e-01
 -4.00000000e-01,  3.68270140e-01,  1.47303594e-01, -3.09330690e-01
 -3.92000000e-01,  3.69438670e-01,  1.44815562e-01, -3.12652683e-01
 -3.84000000e-01,  3.70587189e-01,  1.42301151e-01, -3.15924990e-01
 -3.76000000e-01,  3.71715488e-01,  1.39760762e-01, -3.19146619e-01
 -3.68000000e-01,  3.72823361e-01,  1.37194805e-01, -3.22316587e-01
 -3.60000000e-01,  3.73910605e-01,  1.34603697e-01, -3.25433930e-01
 -3.52000000e-01,  3.74977021e-01,  1.31987862e-01, -3.28497694e-01
 -3.44000000e-01,  3.76022411e-01,  1.29347734e-01, -3.31506942e-01
 -3.36000000e-01,  3.77046584e-01,  1.26683751e-01, -3.34460749e-01
 -3.28000000e-01,  3.78049351e-01,  1.23996362e-01, -3.37358208e-01
 -3.20000000e-01,  3.79030526e-01,  1.21286020e-01, -3.40198426e-01
 -3.12000000e-01,  3.79989927e-01,  1.18553187e-01, -3.42980527e-01
 -3.04000000e-01,  3.80927377e-01,  1.15798331e-01, -3.45703651e-01
 -2.96000000e-01,  3.81842701e-01,  1.13021928e-01, -3.48366953e-01
 -2.88000000e-01,  3.82735728e-01,  1.10224460e-01, -3.50969609e-01
 -2.80000000e-01,  3.83606292e-01,  1.07406415e-01, -3.53510808e-01
 -2.72000000e-01,  3.84454231e-01,  1.04568287e-01, -3.55989760e-01
 -2.64000000e-01,  3.85279385e-01,  1.01710578e-01, -3.58405693e-01
 -2.56000000e-01,  3.86081600e-01,  9.88337959e-02, -3.60757851e-01
 -2.48000000e-01,  3.86860725e-01,  9.59384528e-02, -3.63045500e-01
 -2.40000000e-01,  3.87616615e-01,  9.30250679e-02, -3.65267922e-01
 -2.32000000e-01,  3.88349127e-01,  9.00941660e-02, -3.67424421e-01
 -2.24000000e-01,  3.89058122e-01,  8.71462772e-02, -3.69514320e-01
 -2.16000000e-01,  3.89743467e-01,  8.41819369e-02, -3.71536963e-01
 -2.08000000e-01,  3.90405033e-01,  8.12016858e-02, -3.73491711e-01
 -2.00000000e-01,  3.91042694e-01,  7.82060695e-02, -3.75377949e-01
 -1.92000000e-01,  3.91656330e-01,  7.51956386e-02, -3.77195083e-01
 -1.84000000e-01,  3.92245824e-01,  7.21709482e-02, -3.78942537e-01
 -1.76000000e-01,  3.92811065e-01,  6.91325580e-02, -3.80619760e-01
 -1.68000000e-01,  3.93351945e-01,  6.60810320e-02, -3.82226221e-01
 -1.60000000e-01,  3.93868362e-01,  6.30169385e-02, -3.83761410e-01
 -1.52000000e-01,  3.94360216e-01,  5.99408495e-02, -3.85224841e-01
 -1.44000000e-01,  3.94827415e-01,  5.68533410e-02, -3.86616050e-01
 -1.36000000e-01,  3.95269870e-01,  5.37549927e-02, -3.87934595e-01
 -1.28000000e-01,  3.95687495e-01,  5.06463875e-02, -3.89180056e-01
 -1.20000000e-01,  3.96080212e-01,  4.75281118e-02, -3.90352037e-01
 -1.12000000e-01,  3.96447945e-01,  4.44007549e-02, -3.91450165e-01
 -1.04000000e-01,  3.96790624e-01,  4.12649091e-02, -3.92474091e-01
 -9.60000000e-02,  3.97108183e-01,  3.81211695e-02, -3.93423488e-01
 -8.80000000e-02,  3.97400563e-01,  3.49701333e-02, -3.94298053e-01
 -8.00000000e-02,  3.97667706e-01,  3.18124006e-02, -3.95097508e-01
 -7.20000000e-02,  3.97909561e-01,  2.86485732e-02, -3.95821596e-01
 -6.40000000e-02,  3.98126083e-01,  2.54792551e-02, -3.96470088e-01
 -5.60000000e-02,  3.98317229e-01,  2.23050518e-02, -3.97042775e-01
 -4.80000000e-02,  3.98482964e-01,  1.91265707e-02, -3.97539474e-01
 -4.00000000e-02,  3.98623254e-01,  1.59444202e-02, -3.97960028e-01
 -3.20000000e-02,  3.98738074e-01,  1.27592102e-02, -3.98304301e-01
 -2.40000000e-02,  3.98827402e-01,  9.57155140e-03, -3.98572183e-01
 -1.60000000e-02,  3.98891219e-01,  6.38205529e-03, -3.98763588e-01
 -8.00000000e-03,  3.98929514e-01,  3.19133399e-03, -3.98878456e-01
  0.00000000e+00,  3.98942280e-01,  0.00000000e+00, -3.98916749e-01
  8.00000000e-03,  3.98929514e-01, -3.19133399e-03, -3.98878456e-01
  1.60000000e-02,  3.98891219e-01, -6.38205529e-03, -3.98763588e-01
  2.40000000e-02,  3.98827402e-01, -9.57155140e-03, -3.98572183e-01
  3.20000000e-02,  3.98738074e-01, -1.27592102e-02, -3.98304301e-01
  4.00000000e-02,  3.98623254e-01, -1.59444202e-02, -3.97960028e-01
  4.80000000e-02,  3.98482964e-01, -1.91265707e-02, -3.97539474e-01
  5.60000000e-02,  3.98317229e-01, -2.23050518e-02, -3.97042775e-01
  6.40000000e-02,  3.98126083e-01, -2.54792551e-02, -3.96470088e-01
  7.20000000e-02,  3.97909561e-01, -2.86485732e-02, -3.95821596e-01
  8.00000000e-02,  3.97667706e-01, -3.18124006e-02, -3.95097508e-01
  8.80000000e-02,  3.97400563e-01, -3.49701333e-02, -3.94298053e-01
  9.60000000e-02,  3.97108183e-01, -3.81211695e-02, -3.93423488e-01
  1.04000000e-01,  3.96790624e-01, -4.12649091e-02, -3.92474091e-01
  1.12000000e-01,  3.96447945e-01, -4.44007549e-02, -3.91450165e-01
  1.20000000e-01,  3.96080212e-01, -4.75281118e-02, -3.90352037e-01
  1.28000000e-01,  3.95687495e-01, -5.06463875e-02, -3.89180056e-01
  1.36000000e-01,  3.95269870e-01, -5.37549927e-02, -3.87934595e-01
  1.44000000e-01,  3.94827415e-01, -5.68533410e-02, -3.86616050e-01
  1.52000000e-01,  3.94360216e-01, -5.99408495e-02, -3.85224841e-01
  1.60000000e-01,  3.93868362e-01, -6.30169385e-02, -3.83761410e-01
  1.68000000e-01,  3.93351945e-01, -6.60810320e-02, -3.82226221e-01
  1.76000000e-01,  3.92811065e-01, -6.91325580e-02, -3.80619760e-01
  1.84000000e-01,  3.92245824e-01, -7.21709482e-02, -3.78942537e-01
  1.92000000e-01,  3.91656330e-01, -7.51956386e-02, -3.77195083e-01
  2.00000000e-01,  3.91042694e-01, -7.82060695e-02, -3.75377949e-01
  2.08000000e-01,  3.90405033e-01, -8.12016858e-02, -3.73491711e-01
  2.16000000e-01,  3.89743467e-01, -8.41819369e-02, -3.71536963e-01
  2.24000000e-01,  3.89058122e-01, -8.71462772e-02, -3.69514320e-01
  2.32000000e-01,  3.88349127e-01, -9.00941660e-02, -3.67424421e-01
  2.40000000e-01,  3.87616615e-01, -9.30250679e-02, -3.65267922e-01
  2.48000000e-01,  3.86860725e-01, -9.59384528e-02, -3.63045500e-01
  2.56000000e-01,  3.86081600e-01, -9.88337959e-02, -3.60757851e-01
  2.64000000e-01,  3.85279385e-01, -1.01710578e-01, -3.58405693e-01
  2.72000000e-01,  3.84454231e-01, -1.04568287e-01, -3.55989760e-01
  2.80000000e-01,  3.83606292e-01, -1.07406415e-01, -3.53510808e-01
  2.88000000e-01,  3.82735728e-01, -1.10224460e-01, -3.50969609e-01
  2.96000000e-01,  3.81842701e-01, -1.13021928e-01, -3.48366953e-01
  3.04000000e-01,  3.80927377e-01, -1.15798331e-01, -3.45703651e-01
  3.12000000e-01,  3.79989927e-01, -1.18553187e-01, -3.42980527e-01
  3.20000000e-01,  3.79030526e-01, -1.21286020e-01, -3.40198426e-01
  3.28000000e-01,  3.78049351e-01, -1.23996362e-01, -3.37358208e-01
  3.36000000e-01,  3.77046584e-01, -1.26683751e-01, -3.34460749e-01
  3.44000000e-01,  3.76022411e-01, -1.29347734e-01, -3.31506942e-01
  3.52000000e-01,  3.74977021e-01, -1.31987862e-01, -3.28497694e-01
  3.60000000e-01,  3.73910605e-01, -1.34603697e-01, -3.25433930e-01
  3.68000000e-01,  3.72823361e-01, -1.37194805e-01, -3.22316587e-01
  3.76000000e-01,  3.71715488e-01, -1.39760762e-01, -3.19146619e-01
  3.84000000e-01,  3.70587189e-01, -1.42301151e-01, -3.15924990e-01
  3.92000000e-01,  3.69438670e-01, -1.44815562e-01, -3.12652683e-01
  4.00000000e-01,  3.68270140e-01, -1.47303594e-01, -3.09330690e-01
  4.08000000e-01,  3.67081813e-01, -1.49764853e-01, -3.05960018e-01
  4.16000000e-01,  3.65873903e-01, -1.52198954e-01, -3.02541684e-01
  4.24000000e-01,  3.64646629e-01, -1.54605520e-01, -2.99076720e-01
  4.32000000e-01,  3.63400214e-01, -1.56984182e-01, -2.95566166e-01
  4.40000000e-01,  3.62134882e-01, -1.59334579e-01, -2.92011077e-01
  4.48000000e-01,  3.60850861e-01, -1.61656359e-01, -2.88412516e-01
  4.56000000e-01,  3.59548381e-01, -1.63949179e-01, -2.84771556e-01
  4.64000000e-01,  3.58227674e-01, -1.66212704e-01, -2.81089280e-01
  4.72000000e-01,  3.56888977e-01, -1.68446607e-01, -2.77366782e-01
  4.80000000e-01,  3.55532529e-01, -1.70650572e-01, -2.73605163e-01
  4.88000000e-01,  3.54158568e-01, -1.72824290e-01, -2.69805531e-01
  4.96000000e-01,  3.52767340e-01, -1.74967461e-01, -2.65969006e-01
  5.04000000e-01,  3.51359089e-01, -1.77079794e-01, -2.62096712e-01
  5.12000000e-01,  3.49934063e-01, -1.79161008e-01, -2.58189781e-01
  5.20000000e-01,  3.48492513e-01, -1.81210830e-01, -2.54249352e-01
  5.28000000e-01,  3.47034690e-01, -1.83228998e-01, -2.50276569e-01
  5.36000000e-01,  3.45560849e-01, -1.85215256e-01, -2.46272583e-01
  5.44000000e-01,  3.44071246e-01, -1.87169359e-01, -2.42238548e-01
  5.52000000e-01,  3.42566139e-01, -1.89091072e-01, -2.38175624e-01
  5.60000000e-01,  3.41045789e-01, -1.90980169e-01, -2.34084977e-01
  5.68000000e-01,  3.39510456e-01, -1.92836432e-01, -2.29967773e-01
  5.76000000e-01,  3.37960406e-01, -1.94659653e-01, -2.25825183e-01
  5.84000000e-01,  3.36395902e-01, -1.96449635e-01, -2.21658383e-01
  5.92000000e-01,  3.34817212e-01, -1.98206188e-01, -2.17468546e-01
  6.00000000e-01,  3.33224603e-01, -1.99929132e-01, -2.13256853e-01
  6.08000000e-01,  3.31618345e-01, -2.01618297e-01, -2.09024482e-01
  6.16000000e-01,  3.29998710e-01, -2.03273523e-01, -2.04772614e-01
  6.24000000e-01,  3.28365969e-01, -2.04894659e-01, -2.00502430e-01
  6.32000000e-01,  3.26720396e-01, -2.06481562e-01, -1.96215110e-01
  6.40000000e-01,  3.25062264e-01, -2.08034101e-01, -1.91911836e-01
  6.48000000e-01,  3.23391850e-01, -2.09552152e-01, -1.87593787e-01
  6.56000000e-01,  3.21709430e-01, -2.11035601e-01, -1.83262141e-01
  6.64000000e-01,  3.20015280e-01, -2.12484346e-01, -1.78918075e-01
  6.72000000e-01,  3.18309680e-01, -2.13898291e-01, -1.74562764e-01
  6.80000000e-01,  3.16592908e-01, -2.15277350e-01, -1.70197379e-01
  6.88000000e-01,  3.14865243e-01, -2.16621449e-01, -1.65823090e-01
  6.96000000e-01,  3.13126965e-01, -2.17930520e-01, -1.61441061e-01
  7.04000000e-01,  3.11378354e-01, -2.19204506e-01, -1.57052453e-01
  7.12000000e-01,  3.09619692e-01, -2.20443359e-01, -1.52658425e-01
  7.20000000e-01,  3.07851260e-01, -2.21647040e-01, -1.48260127e-01
  7.28000000e-01,  3.06073340e-01, -2.22815521e-01, -1.43858707e-01
  7.36000000e-01,  3.04286212e-01, -2.23948780e-01, -1.39455307e-01
  7.44000000e-01,  3.02490159e-01, -2.25046806e-01, -1.35051062e-01
  7.52000000e-01,  3.00685463e-01, -2.26109597e-01, -1.30647100e-01
  7.60000000e-01,  2.98872406e-01, -2.27137159e-01, -1.26244545e-01
  7.68000000e-01,  2.97051269e-01, -2.28129509e-01, -1.21844512e-01
  7.76000000e-01,  2.95222334e-01, -2.29086672e-01, -1.17448107e-01
  7.84000000e-01,  2.93385882e-01, -2.30008679e-01, -1.13056430e-01
  7.92000000e-01,  2.91542195e-01, -2.30895574e-01, -1.08670573e-01
  8.00000000e-01,  2.89691553e-01, -2.31747408e-01, -1.04291618e-01
  8.08000000e-01,  2.87834236e-01, -2.32564240e-01, -9.99206397e-02
  8.16000000e-01,  2.85970525e-01, -2.33346139e-01, -9.55587008e-02
  8.24000000e-01,  2.84100698e-01, -2.34093180e-01, -9.12068564e-02
  8.32000000e-01,  2.82225034e-01, -2.34805448e-01, -8.68661506e-02
  8.40000000e-01,  2.80343811e-01, -2.35483038e-01, -8.25376176e-02
  8.48000000e-01,  2.78457305e-01, -2.36126050e-01, -7.82222803e-02
  8.56000000e-01,  2.76565794e-01, -2.36734594e-01, -7.39211511e-02
  8.64000000e-01,  2.74669552e-01, -2.37308789e-01, -6.96352305e-02
  8.72000000e-01,  2.72768853e-01, -2.37848758e-01, -6.53655077e-02
  8.80000000e-01,  2.70863972e-01, -2.38354637e-01, -6.11129598e-02
  8.88000000e-01,  2.68955179e-01, -2.38826565e-01, -5.68785516e-02
  8.96000000e-01,  2.67042747e-01, -2.39264693e-01, -5.26632354e-02
  9.04000000e-01,  2.65126944e-01, -2.39669177e-01, -4.84679505e-02
  9.12000000e-01,  2.63208040e-01, -2.40040181e-01, -4.42936235e-02
  9.20000000e-01,  2.61286301e-01, -2.40377875e-01, -4.01411672e-02
  9.28000000e-01,  2.59361994e-01, -2.40682439e-01, -3.60114811e-02
  9.36000000e-01,  2.57435382e-01, -2.40954059e-01, -3.19054507e-02
  9.44000000e-01,  2.55506729e-01, -2.41192927e-01, -2.78239473e-02
  9.52000000e-01,  2.53576295e-01, -2.41399242e-01, -2.37678282e-02
  9.60000000e-01,  2.51644341e-01, -2.41573212e-01, -1.97379360e-02
  9.68000000e-01,  2.49711124e-01, -2.41715049e-01, -1.57350984e-02
  9.76000000e-01,  2.47776900e-01, -2.41824973e-01, -1.17601282e-02
  9.84000000e-01,  2.45841924e-01, -2.41903211e-01, -7.81382339e-03
  9.92000000e-01,  2.43906449e-01, -2.41949995e-01, -3.89696614e-03
  1.00000000e+00,  2.41970725e-01, -2.41965563e-01, -1.03233796e-05
  1.00800000e+00,  2.40035000e-01, -2.41950160e-01,  3.84535374e-03
  1.01600000e+00,  2.38099522e-01, -2.41904037e-01,  7.66932990e-03
  1.02400000e+00,  2.36164535e-01, -2.41827450e-01,  1.14608858e-02
  1.03200000e+00,  2.34230283e-01, -2.41720663e-01,  1.52193183e-02
  1.04000000e+00,  2.32297005e-01, -2.41583941e-01,  1.89439405e-02
  1.04800000e+00,  2.30364940e-01, -2.41417560e-01,  2.26340819e-02
  1.05600000e+00,  2.28434324e-01, -2.41221796e-01,  2.62890888e-02
  1.06400000e+00,  2.26505391e-01, -2.40996934e-01,  2.99083237e-02
  1.07200000e+00,  2.24578373e-01, -2.40743263e-01,  3.34911664e-02
  1.08000000e+00,  2.22653499e-01, -2.40461076e-01,  3.70370130e-02
  1.08800000e+00,  2.20730996e-01, -2.40150671e-01,  4.05452770e-02
  1.09600000e+00,  2.18811088e-01, -2.39812351e-01,  4.40153886e-02
  1.10400000e+00,  2.16893998e-01, -2.39446424e-01,  4.74467953e-02
  1.11200000e+00,  2.14979945e-01, -2.39053202e-01,  5.08389617e-02
  1.12000000e+00,  2.13069147e-01, -2.38633001e-01,  5.41913695e-02
  1.12800000e+00,  2.11161817e-01, -2.38186140e-01,  5.75035177e-02
  1.13600000e+00,  2.09258169e-01, -2.37712945e-01,  6.07749228e-02
  1.14400000e+00,  2.07358410e-01, -2.37213742e-01,  6.40051183e-02
  1.15200000e+00,  2.05462749e-01, -2.36688863e-01,  6.71936552e-02
  1.16000000e+00,  2.03571388e-01, -2.36138643e-01,  7.03401020e-02
  1.16800000e+00,  2.01684530e-01, -2.35563421e-01,  7.34440443e-02
  1.17600000e+00,  1.99802374e-01, -2.34963539e-01,  7.65050852e-02
  1.18400000e+00,  1.97925114e-01, -2.34339340e-01,  7.95228452e-02
  1.19200000e+00,  1.96052944e-01, -2.33691173e-01,  8.24969619e-02
  1.20000000e+00,  1.94186055e-01, -2.33019388e-01,  8.54270907e-02
  1.20800000e+00,  1.92324634e-01, -2.32324340e-01,  8.83129037e-02
  1.21600000e+00,  1.90468866e-01, -2.31606382e-01,  9.11540906e-02
  1.22400000e+00,  1.88618932e-01, -2.30865874e-01,  9.39503582e-02
  1.23200000e+00,  1.86775012e-01, -2.30103176e-01,  9.67014305e-02
  1.24000000e+00,  1.84937281e-01, -2.29318651e-01,  9.94070486e-02
  1.24800000e+00,  1.83105913e-01, -2.28512664e-01,  1.02066970e-01
  1.25600000e+00,  1.81281078e-01, -2.27685580e-01,  1.04680971e-01
  1.26400000e+00,  1.79462944e-01, -2.26837768e-01,  1.07248842e-01
  1.27200000e+00,  1.77651674e-01, -2.25969598e-01,  1.09770392e-01
  1.28000000e+00,  1.75847430e-01, -2.25081442e-01,  1.12245447e-01
  1.28800000e+00,  1.74050371e-01, -2.24173671e-01,  1.14673848e-01
  1.29600000e+00,  1.72260652e-01, -2.23246660e-01,  1.17055453e-01
  1.30400000e+00,  1.70478424e-01, -2.22300784e-01,  1.19390138e-01
  1.31200000e+00,  1.68703839e-01, -2.21336418e-01,  1.21677793e-01
  1.32000000e+00,  1.66937042e-01, -2.20353939e-01,  1.23918325e-01
  1.32800000e+00,  1.65178176e-01, -2.19353725e-01,  1.26111657e-01
  1.33600000e+00,  1.63427382e-01, -2.18336153e-01,  1.28257728e-01
  1.34400000e+00,  1.61684798e-01, -2.17301601e-01,  1.30356493e-01
  1.35200000e+00,  1.59950557e-01, -2.16250449e-01,  1.32407920e-01
  1.36000000e+00,  1.58224790e-01, -2.15183074e-01,  1.34411997e-01
  1.36800000e+00,  1.56507627e-01, -2.14099857e-01,  1.36368723e-01
  1.37600000e+00,  1.54799193e-01, -2.13001175e-01,  1.38278114e-01
  1.38400000e+00,  1.53099609e-01, -2.11887407e-01,  1.40140201e-01
  1.39200000e+00,  1.51408994e-01, -2.10758932e-01,  1.41955029e-01
  1.40000000e+00,  1.49727466e-01, -2.09616127e-01,  1.43722657e-01
  1.40800000e+00,  1.48055136e-01, -2.08459369e-01,  1.45443161e-01
  1.41600000e+00,  1.46392116e-01, -2.07289036e-01,  1.47116628e-01
  1.42400000e+00,  1.44738512e-01, -2.06105503e-01,  1.48743161e-01
  1.43200000e+00,  1.43094428e-01, -2.04909145e-01,  1.50322876e-01
  1.44000000e+00,  1.41459965e-01, -2.03700337e-01,  1.51855902e-01
  1.44800000e+00,  1.39835222e-01, -2.02479451e-01,  1.53342383e-01
  1.45600000e+00,  1.38220294e-01, -2.01246859e-01,  1.54782475e-01
  1.46400000e+00,  1.36615273e-01, -2.00002931e-01,  1.56176347e-01
